code,name,name_short,name_tv,gender,function,country_code,country_full,nationality_full,nationality_code,height,weight,Disciplines_1,birth_date,Age
1945134,WANG Haoyu,WANG H,WANG Haoyu,Male,Athlete,CHN,People's Republic of China,People's Republic of China,CHN,0,0,Swimming,27-07-2005,19
1945137,CHEN Juner,CHEN J,CHEN Juner,Male,Athlete,CHN,People's Republic of China,People's Republic of China,CHN,0,0,Swimming,17-02-2004,20
1945138,NIU Guangsheng,NIU G,NIU Guangsheng,Male,Athlete,CHN,People's Republic of China,People's Republic of China,CHN,0,0,Swimming,09-06-2004,20
1945141,DONG Zhihao,DONG Z,DONG Zhihao,Male,Athlete,CHN,People's Republic of China,People's Republic of China,CHN,0,0,Swimming,31-03-2005,19
1945144,JI Xinjie,JI X,JI Xinjie,Male,Athlete,CHN,People's Republic of China,People's Republic of China,CHN,0,0,Swimming,27-10-1997,26
1945146,ZHANG Zhanshuo,ZHANG Z,ZHANG Zhanshuo,Male,Athlete,CHN,People's Republic of China,People's Republic of China,CHN,0,0,Swimming,14-05-2007,17
1945148,PAN Zhanle,PAN Z,PAN Zhanle,Male,Athlete,CHN,People's Republic of China,People's Republic of China,CHN,0,0,Swimming,04-08-2004,20
1945149,WANG Changhao,WANG C,WANG Changhao,Male,Athlete,CHN,People's Republic of China,People's Republic of China,CHN,0,0,Swimming,01-08-2002,22
1945150,FEI Liwei,FEI L,FEI Liwei,Male,Athlete,CHN,People's Republic of China,People's Republic of China,CHN,0,0,Swimming,12-03-2003,21
1945157,WANG Xueer,WANG X,WANG Xueer,Female,Athlete,CHN,People's Republic of China,People's Republic of China,CHN,0,0,Swimming,15-01-1998,26
1945159,YANG Junxuan,YANG J,YANG Junxuan,Female,Athlete,CHN,People's Republic of China,People's Republic of China,CHN,0,0,Swimming,26-01-2002,22
1945161,GAO Weizhong,GAO W,GAO Weizhong,Female,Athlete,CHN,People's Republic of China,People's Republic of China,CHN,0,0,Swimming,18-03-2008,16
1945164,YU Yiting,YU Y,YU Yiting,Female,Athlete,CHN,People's Republic of China,People's Republic of China,CHN,0,0,Swimming,05-09-2005,18
1945166,PENG Xuwei,PENG X,PENG Xuwei,Female,Athlete,CHN,People's Republic of China,People's Republic of China,CHN,0,0,Swimming,15-01-2003,21
1945169,LI Bingjie,LI B,LI Bingjie,Female,Athlete,CHN,People's Republic of China,People's Republic of China,CHN,0,0,Swimming,03-03-2002,22
1945171,GE Chutong,GE C,GE Chutong,Female,Athlete,CHN,People's Republic of China,People's Republic of China,CHN,0,0,Swimming,23-09-2003,20
1945186,WANG Shun,WANG S,WANG Shun,Male,Athlete,CHN,People's Republic of China,People's Republic of China,CHN,0,0,Swimming,11-02-1994,30
1945200,TANG Qianting,TANG Q,TANG Qianting,Female,Athlete,CHN,People's Republic of China,People's Republic of China,CHN,0,0,Swimming,14-03-2004,20
1945201,YANG Chang,YANG C,YANG Chang,Female,Athlete,CHN,People's Republic of China,People's Republic of China,CHN,0,0,Swimming,16-09-2001,22
1945202,WAN Letian,WAN L,WAN Letian,Female,Athlete,CHN,People's Republic of China,People's Republic of China,CHN,0,0,Swimming,12-08-2004,20
1945206,WU Qingfeng,WU Q,WU Qingfeng,Female,Athlete,CHN,People's Republic of China,People's Republic of China,CHN,0,0,Swimming,28-01-2003,21
1945208,CHEN Luying,CHEN L,CHEN Luying,Female,Athlete,CHN,People's Republic of China,People's Republic of China,CHN,0,0,Swimming,11-11-2006,17
1945214,YE Shiwen,YE S,YE Shiwen,Female,Athlete,CHN,People's Republic of China,People's Republic of China,CHN,0,0,Swimming,01-03-1996,28
1945222,KONG Yaqi,KONG Y,KONG Yaqi,Female,Athlete,CHN,People's Republic of China,People's Republic of China,CHN,0,0,Swimming,24-01-2008,16
1945223,LIU Yaxin,LIU Y,LIU Yaxin,Female,Athlete,CHN,People's Republic of China,People's Republic of China,CHN,0,0,Swimming,16-06-1999,25
1945224,TANG Muhan,TANG M,TANG Muhan,Female,Athlete,CHN,People's Republic of China,People's Republic of China,CHN,0,0,Swimming,04-09-2003,20
1945230,CHENG Yujie,CHENG Y,CHENG Yujie,Female,Athlete,CHN,People's Republic of China,People's Republic of China,CHN,0,0,Swimming,22-09-2005,18
1945282,ARNOTT Alice,ARNOTT A,Alice ARNOTT,Female,Athlete,AUS,Australia,Australia,AUS,0,0,Hockey,25-02-1998,26
1945284,LAWTON Amy,LAWTON A,Amy LAWTON,Female,Athlete,AUS,Australia,Australia,AUS,0,0,Hockey,19-01-2002,22
1945286,CHARTER Andrew,CHARTER A,Andrew CHARTER,Male,Athlete,AUS,Australia,Australia,AUS,0,0,Hockey,30-03-1987,37
1945287,ZALEWSKI Aran,ZALEWSKI A,Aran ZALEWSKI,Male,Athlete,AUS,Australia,Australia,AUS,0,0,Hockey,21-03-1991,33
1945291,GOVERS Blake,GOVERS B,Blake GOVERS,Male,Athlete,AUS,Australia,Australia,AUS,0,0,Hockey,06-07-1996,28
1945292,PERIS Brooke,PERIS B,Brooke PERIS,Female,Athlete,AUS,Australia,Australia,AUS,0,0,Hockey,16-01-1993,31
1945295,COLWILL Claire,COLWILL C,Claire COLWILL,Female,Athlete,AUS,Australia,Australia,AUS,0,0,Hockey,19-09-2003,20
1945301,OCKENDEN Eddie,OCKENDEN E,Eddie OCKENDEN,Male,Athlete,AUS,Australia,Australia,AUS,0,0,Hockey,03-04-1987,37
1945302,OGILVIE Flynn,OGILVIE F,Flynn OGILVIE,Male,Athlete,AUS,Australia,Australia,AUS,0,0,Hockey,17-09-1993,30
1945303,STEWART Grace,STEWART G,Grace STEWART,Female,Athlete,AUS,Australia,Australia,AUS,0,0,Hockey,28-04-1997,27
1945304,YOUNG Grace,YOUNG G,Grace YOUNG,Female,Athlete,AUS,Australia,Australia,AUS,0,0,Hockey,23-08-2002,22
1945307,SHAND Hattie,SHAND H,Hattie SHAND,Female,Athlete,AUS,Australia,Australia,AUS,0,0,Hockey,11-01-2000,24
1945311,HARVIE Jake,HARVIE J,Jake HARVIE,Male,Athlete,AUS,Australia,Australia,AUS,0,0,Hockey,05-03-1998,26
1945312,WHETTON Jake,WHETTON J,Jake WHETTON,Male,Athlete,AUS,Australia,Australia,AUS,0,0,Hockey,15-06-1991,33
1945314,CLAXTON Jane,CLAXTON J,Jane CLAXTON,Female,Athlete,AUS,Australia,Australia,AUS,0,0,Hockey,26-10-1992,31
1945316,HAYWARD Jeremy,HAYWARD J,Jeremy HAYWARD,Male,Athlete,AUS,Australia,Australia,AUS,0,0,Hockey,03-03-1993,31
1945317,BARTRAM Jocelyn,BARTRAM J,Jocelyn BARTRAM,Female,Athlete,AUS,Australia,Australia,AUS,0,0,Hockey,04-05-1993,31
1945320,BELTZ Joshua,BELTZ J,Joshua BELTZ,Male,Athlete,AUS,Australia,Australia,AUS,0,0,Hockey,24-04-1995,29
1945322,NOBBS Kaitlin,NOBBS K,Kaitlin NOBBS,Female,Athlete,AUS,Australia,Australia,AUS,0,0,Hockey,24-09-1997,26
1945323,SOMERVILLE Karri,SOMERVILLE K,Karri SOMERVILLE,Female,Athlete,AUS,Australia,Australia,AUS,0,0,Hockey,07-04-1999,25
1945324,WILLOTT Ky,WILLOTT K,Ky WILLOTT,Male,Athlete,AUS,Australia,Australia,AUS,0,0,Hockey,15-03-2001,23
1945325,SHARP Lachlan,SHARP L,Lachi SHARP,Male,Athlete,AUS,Australia,Australia,AUS,0,0,Hockey,02-07-1997,27
1945328,BROOKS Maddison,BROOKS M,Maddison BROOKS,Female,Athlete,AUS,Australia,Australia,AUS,0,0,Hockey,23-09-2004,19
1945329,WILLIAMS Mariah,WILLIAMS M,Mariah WILLIAMS,Female,Athlete,AUS,Australia,Australia,AUS,0,0,Hockey,31-05-1995,29
1945330,DAWSON Matthew,DAWSON M,Matthew DAWSON,Male,Athlete,AUS,Australia,Australia,AUS,0,0,Hockey,27-04-1994,30
1945331,EPHRAUMS Nathan,EPHRAUMS N,Nathan EPHRAUMS,Male,Athlete,AUS,Australia,Australia,AUS,0,0,Hockey,09-06-1999,25
1945332,SQUIBB Penny,SQUIBB P,Penny SQUIBB,Female,Athlete,AUS,Australia,Australia,AUS,0,0,Hockey,09-02-1993,31
1945334,GREINER Rebecca,GREINER R,Beck GREINER,Female,Athlete,AUS,Australia,Australia,AUS,0,0,Hockey,13-06-1999,25
1945336,TAYLOR Renee,TAYLOR R,Renee TAYLOR,Female,Athlete,AUS,Australia,Australia,AUS,0,0,Hockey,28-09-1996,27
1945338,KERSHAW Stephanie,KERSHAW S,Stephanie KERSHAW,Female,Athlete,AUS,Australia,Australia,AUS,0,0,Hockey,19-04-1995,29
1945339,STEWART Tatum,STEWART T,Tatum STEWART,Female,Athlete,AUS,Australia,Australia,AUS,0,0,Hockey,22-02-2002,22
1945341,BRAND Tim,BRAND T,Tim BRAND,Male,Athlete,AUS,Australia,Australia,AUS,0,0,Hockey,29-11-1998,25
1945342,CRAIG Thomas,CRAIG T,Thomas CRAIG,Male,Athlete,AUS,Australia,Australia,AUS,0,0,Hockey,03-09-1995,28
1945343,WICKHAM Tom,WICKHAM T,Tom WICKHAM,Male,Athlete,AUS,Australia,Australia,AUS,0,0,Hockey,26-05-1990,34
1945370,LEGARTH Hamish,LEGARTH H,Hamish LEGARTH,Male,Athlete,NZL,New Zealand,New Zealand,NZL,0,0,Canoe Sprint,16-08-1999,25
1945374,MATEHAERE Lucy,MATEHAERE L,Lucy MATEHAERE,Female,Athlete,NZL,New Zealand,New Zealand,NZL,0,0,Canoe Sprint,05-08-2000,24
1945375,VAUGHAN Tara,VAUGHAN T,Tara VAUGHAN,Female,Athlete,NZL,New Zealand,New Zealand,NZL,0,0,Canoe Sprint,28-12-2003,20
1945376,BROWN Max,BROWN M,Max BROWN,Male,Athlete,NZL,New Zealand,New Zealand,NZL,0,0,Canoe Sprint,09-04-1995,29
1945377,FISHER Aimee,FISHER A,Aimee FISHER,Female,Athlete,NZL,New Zealand,New Zealand,NZL,0,0,Canoe Sprint,24-01-1995,29
1945378,HOSKIN Alicia,HOSKIN A,Alicia HOSKIN,Female,Athlete,NZL,New Zealand,New Zealand,NZL,0,0,Canoe Sprint,06-02-2000,24
1945381,JONES Luuka,JONES L,Luuka JONES,Female,Athlete,NZL,New Zealand,New Zealand,NZL,0,0,Canoe Slalom,18-10-1988,35
1945383,CARRINGTON Lisa,CARRINGTON L,Lisa CARRINGTON,Female,Athlete,NZL,New Zealand,New Zealand,NZL,0,0,Canoe Sprint,23-06-1989,35
1945385,CLANCY Grant,CLANCY G,Grant CLANCY,Male,Athlete,NZL,New Zealand,New Zealand,NZL,0,0,Canoe Sprint,15-07-2001,23
1945386,BUTCHER Finn,BUTCHER F,Finn BUTCHER,Male,Athlete,NZL,New Zealand,New Zealand,NZL,0,0,Canoe Slalom,17-03-1995,29
1945392,BRETT Olivia,BRETT O,Olivia BRETT,Female,Athlete,NZL,New Zealand,New Zealand,NZL,0,0,Canoe Sprint,18-06-2001,23
1945395,IMRIE Kurtis,IMRIE K,Kurtis IMRIE,Male,Athlete,NZL,New Zealand,New Zealand,NZL,0,0,Canoe Sprint,28-01-1996,28
1945514,COUGHLAN Aoife,COUGHLAN A,Aoife COUGHLAN,Female,Athlete,AUS,Australia,Australia,AUS,0,0,Judo,13-10-1995,28
1945517,KATZ Joshua,KATZ J,Joshua KATZ,Male,Athlete,AUS,Australia,Australia,AUS,0,0,Judo,29-12-1997,26
1945518,HAECKER Katharina,HAECKER K,Katharina HAECKER,Female,Athlete,AUS,Australia,Australia,AUS,0,0,Judo,31-07-1992,32
1945570,JANSE van RENSBURG Genevieve,JANSE van RENSBURG,Genevieve JANSE van RENSBURG,Female,Athlete,AUS,Australia,Australia,AUS,0,0,Modern Pentathlon,24-03-2004,20
1945581,HENDERSON Rebecca,HENDERSON R,Rebecca HENDERSON,Female,Athlete,AUS,Australia,Australia,AUS,0,0,Cycling Mountain Bike,27-09-1991,32
1945585,GUBECKA Chelsea,GUBECKA C,Chelsea GUBECKA,Female,Athlete,AUS,Australia,Australia,AUS,0,0,Marathon Swimming,08-09-1998,25
1945586,LEE Kyle,LEE K,Kyle LEE,Male,Athlete,AUS,Australia,Australia,AUS,0,0,Marathon Swimming,23-02-2002,22
1945588,JOHNSON Moesha,JOHNSON M,Moesha JOHNSON,Female,Athlete,AUS,Australia,Australia,AUS,0,0,Marathon Swimming Swimming,19-09-1997,26
1945589,SLOMAN Nick,SLOMAN N,Nick SLOMAN,Male,Athlete,AUS,Australia,Australia,AUS,0,0,Marathon Swimming,30-10-1997,26
1945604,EPENISA Feofaaki,EPENISA F,Feofaaki EPENISA,Female,Athlete,TGA,Tonga,Tonga,TGA,168,0,Boxing,02-04-1996,28
1945630,KHONGWATMAI Phachara,KHONGWATMAI P,Phachara KHONGWATMAI,Male,Athlete,THA,Thailand,Thailand,THA,183,0,Golf,03-05-1999,25
1945638,HILL Alex,HILL A,Alex HILL,Male,Athlete,AUS,Australia,Australia,AUS,0,0,Rowing,11-03-1993,31
1945639,PURNELL Alex,PURNELL A,Alex PURNELL,Male,Athlete,AUS,Australia,Australia,AUS,0,0,Rowing,30-01-1995,29
1945641,BATEMAN Amanda,BATEMAN A,Amanda BATEMAN,Female,Athlete,AUS,Australia,Australia,AUS,0,0,Rowing,03-07-1996,28
1945642,DAWSON Angus,DAWSON A,Angus DAWSON,Male,Athlete,AUS,Australia,Australia,AUS,0,0,Rowing,30-10-2000,23
1945643,WIDDICOMBE Angus,WIDDICOMBE A,Angus WIDDICOMBE,Male,Athlete,AUS,Australia,Australia,AUS,0,0,Rowing,31-08-1994,29
1945644,McINTYRE Annabelle,McINTYRE A,Annabelle McINTYRE,Female,Athlete,AUS,Australia,Australia,AUS,0,0,Rowing,12-09-1996,27
1945646,CANHAM Ben,CANHAM B,Ben CANHAM,Male,Athlete,AUS,Australia,Australia,AUS,0,0,Rowing,28-06-1997,27
1945647,COX Bronwyn,COX B,Bronwyn COX,Female,Athlete,AUS,Australia,Australia,AUS,0,0,Rowing,19-04-1997,27
1945648,CRONIN Caitlin,CRONIN C,Caitlin CRONIN,Female,Athlete,AUS,Australia,Australia,AUS,0,0,Rowing,22-03-1995,29
1945655,HAMILTON Fergus,HAMILTON F,Fergus HAMILTON,Male,Athlete,AUS,Australia,Australia,AUS,0,0,Rowing,29-01-2000,24
1945658,ROWE Georgie,ROWE G,Georgie ROWE,Female,Athlete,AUS,Australia,Australia,AUS,0,0,Rowing,13-11-1992,31
1945659,PATTEN Giorgia,PATTEN G,Giorgia PATTEN,Female,Athlete,AUS,Australia,Australia,AUS,0,0,Rowing,12-12-1998,25
1945661,HUDSON Harriet,HUDSON H,Harriet HUDSON,Female,Athlete,AUS,Australia,Australia,AUS,0,0,Rowing,23-01-1998,26
1945663,VERBUNT Hayley,VERBUNT H,Hayley VERBUNT,Female,Athlete,AUS,Australia,Australia,AUS,0,0,Rowing,18-12-2002,21
1945665,HARGREAVES Jack,HARGREAVES J,Jack HARGREAVES,Male,Athlete,AUS,Australia,Australia,AUS,0,0,Rowing,24-07-1993,31
1945667,SWICK Jacqui,SWICK J,Jacqui SWICK,Female,Athlete,AUS,Australia,Australia,AUS,0,0,Rowing,31-05-2002,22
1945668,ROBERTSON Jack,ROBERTSON J,Jack ROBERTSON,Male,Athlete,AUS,Australia,Australia,AUS,0,0,Rowing,23-01-1998,26
1945669,MITCHELL Jean,MITCHELL J,Jean MITCHELL,Female,Athlete,AUS,Australia,Australia,AUS,0,0,Rowing,17-12-1999,24
1945670,MORRISON Jess,MORRISON J,Jess MORRISON,Female,Athlete,AUS,Australia,Australia,AUS,0,0,Rowing,18-05-1992,32
1945671,O'BRIEN Jack,O'BRIEN J,Jack O'BRIEN,Male,Athlete,AUS,Australia,Australia,AUS,0,0,Rowing,01-03-1998,26
1945672,HICKS Joshua,HICKS J,Joshua HICKS,Male,Athlete,AUS,Australia,Australia,AUS,0,0,Rowing,29-04-1991,33
1945674,WERRY Katrina,WERRY K,Katrina WERRY,Female,Athlete,AUS,Australia,Australia,AUS,0,0,Rowing,10-10-1993,30
1945675,BRODIE Kendall,BRODIE K,Kendall BRODIE,Female,Athlete,AUS,Australia,Australia,AUS,0,0,Rowing,21-11-1991,32
1945676,GOURLEY Laura,GOURLEY L,Laura GOURLEY,Female,Athlete,AUS,Australia,Australia,AUS,0,0,Rowing,28-05-2002,22
1945677,ALTON Lily,ALTON L,Lily ALTON,Female,Athlete,AUS,Australia,Australia,AUS,0,0,Rowing,29-09-1998,25
1945678,STEPHAN Lucy,STEPHAN L,Lucy STEPHAN,Female,Athlete,AUS,Australia,Australia,AUS,0,0,Rowing,10-12-1991,32
1945681,GOODMAN Molly,GOODMAN M,Molly GOODMAN,Female,Athlete,AUS,Australia,Australia,AUS,0,0,Rowing,19-02-1993,31
1945682,ALDERSEY Olympia,ALDERSEY O,Olympia ALDERSEY,Female,Athlete,AUS,Australia,Australia,AUS,0,0,Rowing,26-07-1992,32
1945684,BARR Paige,BARR P,Paige BARR,Female,Athlete,AUS,Australia,Australia,AUS,0,0,Rowing,31-05-2001,23
1945685,HOLT Patrick,HOLT P,Patrick HOLT,Male,Athlete,AUS,Australia,Australia,AUS,0,0,Rowing,15-04-1999,25
1945686,THOMPSON Ria,THOMPSON R,Ria THOMPSON,Female,Athlete,AUS,Australia,Australia,AUS,0,0,Rowing,03-11-1997,26
1945688,MEREDITH Rowena,MEREDITH R,Rowena MEREDITH,Female,Athlete,AUS,Australia,Australia,AUS,0,0,Rowing,27-04-1995,29
1945690,HAWE Sarah,HAWE S,Sarah HAWE,Female,Athlete,AUS,Australia,Australia,AUS,0,0,Rowing,23-07-1987,37
1945692,KEENAN Simon,KEENAN S,Simon KEENAN,Male,Athlete,AUS,Australia,Australia,AUS,0,0,Rowing,08-10-1992,31
1945693,TURRIN Spencer,TURRIN S,Spencer TURRIN,Male,Athlete,AUS,Australia,Australia,AUS,0,0,Rowing,29-08-1991,32
1945694,RIGNEY Tara,RIGNEY T,Tara RIGNEY,Female,Athlete,AUS,Australia,Australia,AUS,0,0,Rowing,30-03-1999,25
1945695,MASTERS Timothy,MASTERS T,Timothy MASTERS,Male,Athlete,AUS,Australia,Australia,AUS,0,0,Rowing,02-01-1992,32
1945701,THITIKUL Atthaya,THITIKUL A,Atthaya THITIKUL,Female,Athlete,THA,Thailand,Thailand,THA,162,0,Golf,20-02-2003,21
1945736,MATSUDA Shoi,MATSUDA S,MATSUDA Shoi,Male,Alternate Athlete,JPN,Japan,Japan,JPN,0,0,Cycling Track,13-09-1999,24
1945737,IMAMURA Shunsuke,IMAMURA S,IMAMURA Shunsuke,Male,Athlete,JPN,Japan,Japan,JPN,0,0,Cycling Track,14-02-1998,26
1945738,OTA Kaiya,OTA K,OTA Kaiya,Male,Athlete,JPN,Japan,Japan,JPN,0,0,Cycling Track,27-07-1999,25
1945739,KAKITA Maho,KAKITA M,KAKITA Maho,Female,Athlete,JPN,Japan,Japan,JPN,0,0,Cycling Track,14-12-2004,19
1945740,IKEDA Mizuki,IKEDA M,IKEDA Mizuki,Female,Athlete,JPN,Japan,Japan,JPN,0,0,Cycling Track,06-08-2004,20
1945742,UCHINO Tsuyaka,UCHINO T,UCHINO Tsuyaka,Female,Athlete,JPN,Japan,Japan,JPN,0,0,Cycling Track,13-01-2002,22
1945743,SATO Mina,SATO M,SATO Mina,Female,Athlete,JPN,Japan,Japan,JPN,0,0,Cycling Track,07-12-1998,25
1945744,NAKANO Shinji,NAKANO S,NAKANO Shinji,Male,Athlete,JPN,Japan,Japan,JPN,0,0,Cycling Track,08-06-1999,25
1945746,OBARA Yuta,OBARA Y,OBARA Yuta,Male,Athlete,JPN,Japan,Japan,JPN,0,0,Cycling Track,29-02-1996,28
1945747,UMEKAWA Fuko,UMEKAWA F,UMEKAWA Fuko,Female,Alternate Athlete,JPN,Japan,Japan,JPN,0,0,Cycling Track,01-03-1991,33
1945748,OHTA Riyu,OHTA R,OHTA Riyu,Female,Athlete,JPN,Japan,Japan,JPN,0,0,Cycling Track,17-08-1994,30
1945749,KAJIHARA Yumi,KAJIHARA Y,KAJIHARA Yumi,Female,Athlete,JPN,Japan,Japan,JPN,0,0,Cycling Track,10-04-1997,27
1945750,HASHIMOTO Eiya,HASHIMOTO E,HASHIMOTO Eiya,Male,Athlete,JPN,Japan,Japan,JPN,0,0,Cycling Track,15-12-1993,30
1945751,KUBOKI Kazushige,KUBOKI K,KUBOKI Kazushige,Male,Athlete,JPN,Japan,Japan,JPN,0,0,Cycling Track,06-06-1989,35
1945752,NAGASAKO Yoshitaku,NAGASAKO Y,NAGASAKO Yoshitaku,Male,Athlete,JPN,Japan,Japan,JPN,0,0,Cycling Track,16-09-1993,30
1945759,ARASHIRO Yukiya,ARASHIRO Y,ARASHIRO Yukiya,Male,Athlete,JPN,Japan,Japan,JPN,0,0,Cycling Road,22-09-1984,39
1945760,YONAMINE Eri,YONAMINE E,YONAMINE Eri,Female,Athlete,JPN,Japan,Japan,JPN,0,0,Cycling Road,25-04-1991,33
1945766,NAKAMURA Rimu,NAKAMURA R,NAKAMURA Rimu,Male,Athlete,JPN,Japan,Japan,JPN,0,0,Cycling BMX Freestyle,09-02-2002,22
1945767,TANNO Kanami,TANNO K,TANNO Kanami,Female,Alternate Athlete,JPN,Japan,Japan,JPN,0,0,Cycling BMX Racing,05-07-2000,24
1945772,HATAKEYAMA Sae,HATAKEYAMA S,HATAKEYAMA Sae,Female,Athlete,JPN,Japan,Japan,JPN,0,0,Cycling BMX Racing,07-06-1999,25
1945776,KAWAGUCHI Urara,KAWAGUCHI U,KAWAGUCHI Urara,Female,Athlete,JPN,Japan,Japan,JPN,0,0,Cycling Mountain Bike,05-12-2000,23
1945777,TAVATANAKIT Patty,TAVATANAKIT P,Patty TAVATANAKIT,Female,Athlete,THA,Thailand,Thailand,THA,165,0,Golf,11-10-1999,24
1945836,NAKOCI Alowesi,NAKOCI A,Alowesi NAKOCI,Female,Athlete,FIJ,Fiji,Fiji,FIJ,169,70,Rugby Sevens,18-08-1991,33
1945842,van AERT Bernard,van AERT B,Bernard van AERT,Male,Athlete,INA,Indonesia,Indonesia,INA,0,0,Cycling Track,08-09-1997,26
1945843,CAVURU Lavena,CAVURU L,Lavena CAVURU,Female,Athlete,FIJ,Fiji,Fiji,FIJ,165,64,Rugby Sevens,28-06-1994,30
1945860,DOWLING Ben,DOWLING B,Ben DOWLING,Male,Athlete,AUS,Australia,Australia,AUS,178,84,Rugby Sevens,05-03-2002,22
1945865,TERITA Bienne,TERITA B,Bienne TERITA,Female,Athlete,AUS,Australia,Australia,AUS,178,75,Rugby Sevens,16-05-2003,21
1945867,CLARK Bridget,CLARK B,Bridget CLARK,Female,Athlete,AUS,Australia,Australia,AUS,173,78,Rugby Sevens,16-01-2003,21
1945870,CASLICK Charlotte,CASLICK C,Charlotte CASLICK,Female,Athlete,AUS,Australia,Australia,AUS,170,64,Rugby Sevens,09-03-1995,29
1945872,TOOLE Corey,TOOLE C,Corey TOOLE,Male,Athlete,AUS,Australia,Australia,AUS,178,85,Rugby Sevens,07-03-2000,24
1945878,ROACHE Dietrich,ROACHE D,Dietrich ROACHE,Male,Athlete,AUS,Australia,Australia,AUS,182,92,Rugby Sevens,06-07-2001,23
1945879,du TOIT Dominique,du TOIT D,Dominique du TOIT,Female,Athlete,AUS,Australia,Australia,AUS,167,56,Rugby Sevens,19-05-1997,27
1945881,NATHAN Faith,NATHAN F,Faith NATHAN,Female,Athlete,AUS,Australia,Australia,AUS,164,62,Rugby Sevens,27-07-2000,24
1945886,SARGEANT Hayden,SARGEANT H,Hayden SARGEANT,Male,Athlete,AUS,Australia,Australia,AUS,175,84,Rugby Sevens,11-03-1998,26
1945888,HUTCHISON Henry,HUTCHISON H,Henry HUTCHISON,Male,Athlete,AUS,Australia,Australia,AUS,180,85,Rugby Sevens,12-02-1997,27
1945889,PATERSON Henry,PATERSON H,Henry PATERSON,Male,Athlete,AUS,Australia,Australia,AUS,190,95,Rugby Sevens,26-02-1997,27
1945891,NASSER Isabella,NASSER I,Isabella NASSER,Female,Athlete,AUS,Australia,Australia,AUS,174,70,Rugby Sevens,28-06-2002,22
1945896,TURNER James,TURNER J,James TURNER,Male,Athlete,AUS,Australia,Australia,AUS,187,95,Rugby Sevens,29-08-1998,25
1945904,HENWOOD Kahli,HENWOOD K,Kahli HENWOOD,Female,Athlete,AUS,Australia,Australia,AUS,172,74,Rugby Sevens,01-10-1999,24
1945905,SHAVE Kaitlin,SHAVE K,Kaitlin SHAVE,Female,Athlete,AUS,Australia,Australia,AUS,170,72,Rugby Sevens,29-01-2001,23
1945912,LEVI Maddison,LEVI M,Maddison LEVI,Female,Athlete,AUS,Australia,Australia,AUS,183,67,Rugby Sevens,27-04-2002,22
1945914,NAWAQANITAWASE Mark,NAWAQANITAWASE M,Mark NAWAQANITAWASE,Male,Athlete,AUS,Australia,Australia,AUS,191,100,Rugby Sevens,11-09-2000,23
1945915,GONZALEZ Matthew,GONZALEZ M,Matthew GONZALEZ,Male,Athlete,AUS,Australia,Australia,AUS,176,85,Rugby Sevens,01-06-1994,30
1945916,LONGBOTTOM Maurice,LONGBOTTOM M,Maurice LONGBOTTOM,Male,Athlete,AUS,Australia,Australia,AUS,170,70,Rugby Sevens,30-01-1995,29
1945921,LAWSON Nathan,LAWSON N,Nathan LAWSON,Male,Athlete,AUS,Australia,Australia,AUS,188,94,Rugby Sevens,23-01-1999,25
1945922,MALOUF Nick,MALOUF N,Nick MALOUF,Male,Athlete,AUS,Australia,Australia,AUS,190,95,Rugby Sevens,19-03-1993,31
1945927,PAKI Sariah,PAKI S,Sariah PAKI,Female,Athlete,AUS,Australia,Australia,AUS,172,65,Rugby Sevens,12-10-2001,22
1945928,SMALE Sharni,SMALE S,Sharni SMALE,Female,Athlete,AUS,Australia,Australia,AUS,167,76,Rugby Sevens,02-03-1988,36
1945932,LEVI Teagan,LEVI T,Teagan LEVI,Female,Athlete,AUS,Australia,Australia,AUS,173,66,Rugby Sevens,14-08-2003,21
1945935,HINDS Tia,HINDS T,Tia HINDS,Female,Athlete,AUS,Australia,Australia,AUS,174,68,Rugby Sevens,11-05-2002,22
1945959,BASSIL Ray,BASSIL R,Ray BASSIL,Female,Athlete,LBN,Lebanon,Lebanon,LBN,0,0,Shooting,20-10-1988,35
1945968,TRUSHKINA Yuliya,TRUSHKINA Y,Yuliya TRUSHKINA,Female,Athlete,AIN,AIN,Belarus,BLR,0,0,Canoe Sprint,23-10-2002,21
1945972,WHITEHEAD Breiana,WHITEHEAD B,Breiana WHITEHEAD,Female,Athlete,AUS,Australia,Australia,AUS,0,0,Sailing,01-07-2000,24
1945973,LIDDELL Brin,LIDDELL B,Brin LIDDELL,Male,Athlete,AUS,Australia,Australia,AUS,0,0,Sailing,27-02-2002,22
1945975,NICHOLAS Conor,NICHOLAS C,Conor NICHOLAS,Male,Athlete,AUS,Australia,Australia,AUS,0,0,Sailing,24-01-1998,26
1945979,HASELDINE Evie,HASELDINE E,Evie HASELDINE,Female,Athlete,AUS,Australia,Australia,AUS,0,0,Sailing,27-05-2003,21
1945982,MORRIS Grae,MORRIS G,Grae MORRIS,Male,Athlete,AUS,Australia,Australia,AUS,0,0,Sailing,16-10-2003,20
1945986,COLLEY Jim,COLLEY J,Jim COLLEY,Male,Athlete,AUS,Australia,Australia,AUS,0,0,Sailing,08-09-1997,26
1945990,WEARN Matt,WEARN M,Matt WEARN,Male,Athlete,AUS,Australia,Australia,AUS,0,0,Sailing,30-09-1995,28
1945992,JERWOOD Nia,JERWOOD N,Nia JERWOOD,Female,Athlete,AUS,Australia,Australia,AUS,0,0,Sailing,17-01-1998,26
